Linking Page + URL,DA,Spam Score,Anchor Text + Target URL,Link Type,First Seen,Lost
"THE IMPACT OF FRAMED STORYTELLING ON PUBLIC PERCEPTION AND SOCIAL MOVEMENTS
							| SWorldJournal
https://www.sworldjournal.com/index.php/swj/article/view/swj30-04-020",30,20,"https://www.alanranger.com/blog-on-photography/the-art-of-storytelling-photography?srsltid=AfmBOor8H60lz9gCrPHaY1aOnVplwt1QQRsUjt8JUR1a1FfqqRDI_yDP
https://www.alanranger.com/blog-on-photography/the-art-of-storytelling-photography?srsltid=AfmBOor8H60lz9gCrPHaY1aOnVplwt1QQRsUjt8JUR1a1FfqqRDI_yDP",Dofollow,"12 Jun 2025, 5:23 AM",No
"light – Compositing Mentor
https://compositingmentor.com/tag/light/",21,20,"https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography
https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography",Dofollow,"2 Jun 2025, 11:56 PM",No
"QuarterLinks- Dofollow Article Links just for 25 cents. |
https://gaister.com/quarterlinks-dofollow-article-links-just-for-25-1216/",-,20,"OUR TELEGRAM CHANEL https://t.me/s/quarterlinks25
https://www.alanranger.com/",Nofollow,"31 Jul 2025, 9:26 PM",No
"QuarterLinks- Dofollow Article Links just for 25 cents. – Bridge Global Logistic
https://bridglobal.com/2025/07/01/quarterlinks-dofollow-article-links-just-for-25-1216/",26,20,"OUR TELEGRAM CHANEL https://t.me/s/quarterlinks25
https://www.alanranger.com/",Nofollow,"11 Jul 2025, 12:43 AM",No
"Best SEO Tools to Dominate Search Engine Rankings - OGGDA
https://oggda.com/best-seo-tools-to-dominate-search-engine-rankings/",16,20,"alanranger
https://alanranger.com/",Dofollow,"20 Jun 2025, 8:50 PM",No
"Best SEO Tools to Dominate Search Engine Rankings - OIZIN
https://oizin.com/best-seo-tools-to-dominate-search-engine-rankings/",14,20,"alanranger
https://alanranger.com/",Dofollow,"1 Jun 2025, 2:15 PM",No
"QuarterLinks- Dofollow Article Links just for 25 cents. – CocoQatar.com – Floral Haven
https://www.cocoqatar.com/quarterlinks-dofollow-article-links-just-for-25-1216/",44,20,"OUR TELEGRAM CHANEL https://t.me/s/quarterlinks25
https://www.alanranger.com/",Nofollow,"19 May 2025, 7:58 PM",No
"fashion photography workshops 2022
https://milestonemech.com/homes-for/fashion-photography-workshops-2022",23,20,"Outdoor Landscape Photography Workshops throughout the UK
https://www.alanranger.com/photography-workshops/",Dofollow,"9 Jan 2025, 12:14 PM",No
"Alan Ranger Photography Reviews | Rating 5 out of 5 stars - alanranger.com
http://wikiprofile.com/coventry-alan-ranger-photography-reviews-4439029",34,20,"alanranger.com
https://www.alanranger.com/",Nofollow,"26 Apr 2025, 7:37 PM",No
"fashion photography workshops 2022
https://thisablednation.com/szkfePx/fashion-photography-workshops-2022",24,20,"Outdoor Landscape Photography Workshops throughout the UK
https://www.alanranger.com/photography-workshops/",Dofollow,"25 Dec 2024, 5:48 PM",No
"How to sell more as an author in spite of subscription model trend | Professional Microstock Forum
https://www.microstockgroup.com/general-stock-discussion/how-to-sell-more-as-an-author-in-spite-of-subscription-model-trend/",48,20,"https://www.alanranger.com/photography-workshops/
https://www.alanranger.com/photography-workshops/",Dofollow,"19 Mar 2022, 6:57 AM",No
"fashion photography workshops 2022
https://obituarystore.com/can-i/fashion-photography-workshops-2022",31,20,"Outdoor Landscape Photography Workshops throughout the UK
https://www.alanranger.com/photography-workshops/",Dofollow,"26 Aug 2024, 2:47 PM",No
"fashion photography workshops 2022
https://asleaval.ir/9d8zyh/fashion-photography-workshops-2022",52,20,"Outdoor Landscape Photography Workshops throughout the UK
https://www.alanranger.com/photography-workshops/",Dofollow,"3 Mar 2025, 10:37 AM",No
"Alan Ranger Photography Reviews | Rating 5 out of 5 stars - alanranger.com
http://dbchub.com/coventry-alan-ranger-photography-reviews-4439029",-,20,"alanranger.com
https://www.alanranger.com/",Nofollow,"1 Feb 2025, 10:43 AM",No
"Evening school Reviews and Ratings - Trustfeed.com
https://730141.506gz.group/category/evening-school",29,20,"website
http://alanranger.com/",Dofollow,"1 Jan 2025, 6:51 AM",No
"Chaos and Calm
https://www.valeriehugginsphotography.com/post/chaos-and-calm",2,25,"Woodland Photography
https://www.alanranger.com/blog-on-photography/how-to-improve-your-woodland-pictures/",Dofollow,"24 Mar 2025, 1:51 PM",No
"fashion photography workshops 2022
https://aapathways.com/2c8tvcy/fashion-photography-workshops-2022",16,25,"Outdoor Landscape Photography Workshops throughout the UK
https://www.alanranger.com/photography-workshops/",Dofollow,"23 Dec 2024, 11:18 AM",No
"Professional Indemnity Insurance Policy
https://carinsuranseau.web.app/professional-indemnity-insurance-policy.html",19,25,"Online Professional Indemnity Insurance Public Liability Induced
https://www.alanranger.com/s/Certificate-of-professional-indemnity-insurance.JPG",Dofollow,"17 Oct 2023, 9:09 PM",No
"47s and other Classic Power at Southampton: September 2020
https://www.47soton.co.uk/2020/09/",53,25,"here
https://www.alanranger.com/blogs/photographers-rights-in-the-uk",Dofollow,"4 Oct 2023, 7:49 AM",No
"manipulation – Compositing Mentor
https://compositingmentor.com/tag/manipulation/",23,25,"https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography
https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography",Dofollow,"12 May 2025, 2:29 AM",No
"reply on: Postcards from a colorful town in Venezuela \ stacker news ~Travel
https://stacker.news/items/1002464",69,25,"Here
https://www.alanranger.com/blog-on-photography/mastering-photography-composition-rules",Nofollow,"13 Jul 2025, 5:25 PM",No
"Postcards from a colorful town in Venezuela \ stacker news ~Travel
https://stacker.news/items/1002116",69,25,"Here
https://www.alanranger.com/blog-on-photography/mastering-photography-composition-rules",Nofollow,"11 Jun 2025, 11:18 AM",No
"Musing on Spines: Art in Rure Debut Exhibition at John Lewis
http://musingonspines.blogspot.com/2013/08/art-in-rure-debut-exhibition-at-john.html",-,25,"Alan Ranger
http://www.alanranger.com/",Dofollow,"10 Oct 2023, 10:02 PM",No
"WEB DIRECTORY
https://echoz.pages.dev/03/NCKlqbOaDA",21,25,"alanranger.com
https://alanranger.com/",Nofollow,"14 Oct 2023, 7:53 PM",No
"Negative Photography - Suchen Bilder
https://www.windowssearch-exp.com/images/search?q=Negative+Photography&FORM=RESTAB",40,25,"alanranger.com
https://www.alanranger.com/blogs/what-is-negative-space-in-photography",Dofollow,"20 Oct 2025, 9:25 PM",No
"Negative Photography - Suchen Bilder
https://www.windowssearch-exp.com/images/search?q=Negative+Photography&FORM=IRMHRS",40,25,"alanranger.com
https://www.alanranger.com/blogs/what-is-negative-space-in-photography",Dofollow,"20 Oct 2025, 9:17 PM",No
"Shutter Speed Photography - Suchen Bilder
https://www.windowssearch-exp.com/images/search?q=Shutter+Speed+Photography&FORM=IRIBEP",40,25,"alanranger.com
https://www.alanranger.com/blogs/what-is-shutter-speed",Dofollow,"20 Oct 2025, 9:13 PM",No
"Shutter Speed Photography - Suchen Bilder
https://www.windowssearch-exp.com/images/search?q=Shutter+Speed+Photography&FORM=IRMHEP",40,25,"alanranger.com
https://www.alanranger.com/blogs/what-is-shutter-speed",Dofollow,"20 Oct 2025, 9:13 PM",No
"reply on: Postcards from a colorful town in Venezuela \ stacker news ~Travel
https://a.stacker.news/items/1002464",69,25,"Here
https://www.alanranger.com/blog-on-photography/mastering-photography-composition-rules",Nofollow,"19 Oct 2025, 7:07 PM",No
"Lapolitica: Ejemplos impresionantes de fotografía de árboles.
http://conclavepolitico.blogspot.com/2012/05/ejemplos-impresionantes-de-fotografia.html",-,25,"Alan Guardabosques
http://www.alanranger.com/",Dofollow,"27 Jun 2024, 2:08 PM",No
"fashion photography workshops 2022
http://bex-turkey.com/qafux4l/fashion-photography-workshops-2022",27,25,"Outdoor Landscape Photography Workshops throughout the UK
https://www.alanranger.com/photography-workshops/",Dofollow,"9 Oct 2024, 11:57 PM",No
"Postcards from a colorful town in Venezuela \ stacker news ~Travel
https://a.stacker.news/items/1002116",69,25,"Here
https://www.alanranger.com/blog-on-photography/mastering-photography-composition-rules",Nofollow,"12 Oct 2025, 6:14 PM",No
"Ejemplos impresionantes de fotografía de árboles.
http://fotosnoticia.blogspot.com/2012/05/ejemplos-impresionantes-de-fotografia.html",-,25,"Alan Guardabosques
http://www.alanranger.com/",Dofollow,"27 May 2025, 6:39 PM",No
"Events calendar - 25 Nov 2022 - The Great Outdoors Magazine - Readly
https://gb.readly.com/magazines/the-great-outdoors/2022-11-25/637971bcee47ea00e9cf19d9",65,25,"-
http://alanranger.com/",Nofollow,"24 Sep 2025, 12:17 AM",No
"WEB DIRECTORY
https://daisye.pages.dev/06/amrqKtaxcG",30,25,"alanranger.com
https://alanranger.com/",Nofollow,"14 Oct 2023, 4:36 PM",No
"Postcards from a colorful town in Venezuela \ stacker news ~Travel
https://stacker.news/items/1002116?commentId=1002196",70,25,"Here
https://www.alanranger.com/blog-on-photography/mastering-photography-composition-rules",Nofollow,"11 Jul 2025, 12:03 PM",No
"fashion photography workshops 2022
https://www.leqfort.com.br/large-showy/fashion-photography-workshops-2022",28,25,"Outdoor Landscape Photography Workshops throughout the UK
https://www.alanranger.com/photography-workshops/",Dofollow,"8 Jul 2024, 7:27 PM",No
"Alan Ranger Photography  | International Directory of Photography Workshops & Festivals
https://workshop-directory.com/photography/user/alanranger/",28,25,"http://www.alanranger.com
http://www.alanranger.com/",Nofollow,"25 Sep 2021, 9:48 AM",No
"Alan Ranger Photography Coventry - Training Service Provider in Coventry
https://www.uat.coventry.co.uk/listing/598855-Alan-Ranger-Photography/",48,30,"https://www.alanranger.com
https://www.alanranger.com/",Dofollow,"30 Apr 2024, 3:38 AM",No
"Courses That Will Help You Understand Digital Imaging - LifeStyle99
https://lifestyle99.net/courses-that-will-help-you-understand-digital-imaging/",24,30,"Photography workshops
https://www.alanranger.com/",Dofollow,"17 Jul 2022, 12:08 AM",No
"ALAN RANGER PHOTOGRAPHY - people working at alan ranger photography
https://b2b.getemail.io/alan-ranger-photography-company-2510262.html",82,30,"alanranger.com
http://www.alanranger.com/",Dofollow,"23 Sep 2024, 11:48 AM",No
"Vivo X200 Ultra : l'appareil photo Zeiss est lancé avec un zoom 8,7x - NotebookCheck.biz News
https://www.notebookcheck.biz/Vivo-X200-Ultra-l-appareil-photo-Zeiss-est-lance-avec-un-zoom-8-7x.1002701.0.html",71,30,"https://www.alanranger.com/blog-on-photography/what-is-dynamic-range-in-photography
https://www.alanranger.com/blog-on-photography/what-is-dynamic-range-in-photography",Dofollow,"21 Apr 2025, 11:21 PM",No
"Photography Camera Filter Guide
https://gradebook.org/inspiredartfilter.htm",28,30,"What 
											do Camera Lens Filters Do
https://www.alanranger.com/blog-on-photography/what-do-camera-lens-filters-do?srsltid=AfmBOoppGbpDnpAlLYcsrsslSt17mumzHJXXKOnwwhcVhsnck9y85Hs6",Dofollow,"9 Apr 2025, 8:46 PM",No
"renderman – Compositing Mentor
https://compositingmentor.com/tag/renderman/",23,30,"https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography
https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography",Dofollow,"12 May 2025, 2:38 AM",No
"compositing – Compositing Mentor
https://compositingmentor.com/tag/compositing/",23,30,"https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography
https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography",Dofollow,"12 May 2025, 2:47 AM",No
"multi-pass – Compositing Mentor
https://compositingmentor.com/tag/multi-pass/",23,30,"https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography
https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography",Dofollow,"2 Jun 2025, 11:58 PM",No
"CG Compositing Series – Compositing Mentor
https://compositingmentor.com/category/cg-compositing-series/",23,30,"https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography
https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography",Dofollow,"11 May 2025, 10:34 PM",No
"Photography class Reviews and Ratings - Trustfeed.com
http://212.98.91.92/category/photography-class",-,30,"website
http://alanranger.com/",Dofollow,"12 Nov 2025, 3:14 PM",No
"Directory website list 965 – Traffic Growth 410 | Ahrefs links
https://ahrefs-links.com/directory-website-list-965-traffic-growth-410/",33,30,"alanranger
https://alanranger.com/",Dofollow,"29 Oct 2025, 2:11 AM",No
"Elon Musk Doesn't Understand AI - Will Lockett's Newsletter
https://www.planetearthandbeyond.co/p/elon-musk-doesnt-understand-ai-88a",45,30,"ARP
https://www.alanranger.com/blog-on-photography/what-is-dynamic-range-in-photography?srsltid=AfmBOooR8YQWvVbjGvsltpq9cclLPgWTvtRfxVkwXTXSPgH4axTrUUvg",Dofollow,"11 Oct 2025, 5:08 AM",No
"Media Archive of WW1 Commemoration :: Historyworks
http://historyworks.tv/projects/2014/08/04/world-war-one-commemoration/",37,30,"http://www.alanranger.com/alan-ranger-blog/2014/7/31/remembering-world-war-one
http://www.alanranger.com/alan-ranger-blog/2014/7/31/remembering-world-war-one",Dofollow,"22 Mar 2019, 12:54 AM",No
"Media Archive of WW1 Commemoration :: Historyworks
http://historyworks.tv/news/2014/08/04/world-war-one-commemoration/",37,30,"http://www.alanranger.com/alan-ranger-blog/2014/7/31/remembering-world-war-one
http://www.alanranger.com/alan-ranger-blog/2014/7/31/remembering-world-war-one",Dofollow,"21 Apr 2019, 7:20 AM",No
"Photography Camera Filter Guide
https://www.gradebook.org/inspiredartfilter.htm",27,30,"What 
											do Camera Lens Filters Do
https://www.alanranger.com/blog-on-photography/what-do-camera-lens-filters-do?srsltid=AfmBOoppGbpDnpAlLYcsrsslSt17mumzHJXXKOnwwhcVhsnck9y85Hs6",Dofollow,"9 Apr 2025, 7:31 PM",No
"Bastian Contrarian: Art in Rure Debut Exhibition at John Lewis
http://bastiancontrarian.blogspot.com/2013/07/art-in-rure-debut-exhibition-at-john.html",-,30,"Alan Ranger
http://www.alanranger.com/",Dofollow,"10 Oct 2023, 5:23 PM",No
"utilities – Compositing Mentor
https://compositingmentor.com/tag/utilities/",20,30,"https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography
https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography",Dofollow,"2 Jun 2025, 11:59 PM",No
"lightgroup – Compositing Mentor
https://compositingmentor.com/tag/lightgroup/",20,30,"https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography
https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography",Dofollow,"2 Jun 2025, 11:58 PM",No
"rendering – Compositing Mentor
https://compositingmentor.com/tag/rendering/",20,30,"https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography
https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography",Dofollow,"2 Jun 2025, 11:58 PM",No
"integration – Compositing Mentor
https://compositingmentor.com/tag/integration/",20,30,"https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography
https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography",Dofollow,"2 Jun 2025, 11:57 PM",No
"compositor – Compositing Mentor
https://compositingmentor.com/tag/compositor/",20,30,"https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography
https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography",Dofollow,"3 Aug 2025, 3:05 PM",No
"subtractive – Compositing Mentor
https://compositingmentor.com/tag/subtractive/",20,30,"https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography
https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography",Dofollow,"2 Jun 2025, 11:56 PM",No
"compositingmentor – Compositing Mentor
https://compositingmentor.com/author/compositingmentor/",20,30,"https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography
https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography",Dofollow,"2 Jun 2025, 11:54 PM",No
"manipulate – Compositing Mentor
https://compositingmentor.com/tag/manipulate/",20,30,"https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography
https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography",Dofollow,"2 Jun 2025, 11:56 PM",No
"lightgroups – Compositing Mentor
https://compositingmentor.com/tag/lightgroups/",20,30,"https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography
https://www.alanranger.com/blog-on-photography/what-is-iso-in-photography",Dofollow,"2 Jun 2025, 11:56 PM",No
